Tm,Name,Pos,Age,Proj PA,Proj IP,Service Time,Options or R5 Status,Projected Opening Day Status,Salary
SEA,Casey Sadler,RP,30.7,,60,2.035,0,Middle Reliever,591800
SEA,Will Vest,RP,25.8,,,0,3,Middle Reliever,570500
SEA,Keynan Middleton,RP,27.6,,,3.089,1,Middle Reliever,800000
SEA,Nick Margevicius,RP,24.8,,33,1.1,2,Long Reliever,586900
SEA,Ken Giles,RP,30.5,,54,6.113,n/a,60-Day IL,1250000
SEA,Andrés Muñoz,RP,22.2,,46,1.08,3,60-Day IL,570500
SEA,Kyle Lewis,OF,25.7,581,,1.02,3,10-Day IL,625000
SEA,Shed Long Jr.,INF/OF,25.6,280,,1.057,1,10-Day IL,570500
SFG,Mike Yastrzemski,RF,30.6,574,,1.128,3,Lineup Regular,600000
SFG,Brandon Belt,1B,32.9,539,,9.128,n/a,Lineup Regular,17200000
SFG,Donovan Solano,2B,33.3,420,,5.081,n/a,Lineup Regular,3250000
SFG,Mauricio Dubón,CF,26.7,119,,1.04,1,Lineup Regular,583000
SFG,Buster Posey,C,34,,,9.161,n/a,Lineup Regular,22177778
SFG,Brandon Crawford,SS,34.2,588,,9.094,n/a,Platoon vs R,15200000
SFG,Tommy La Stella,3B,32.2,511,,6.057,n/a,Platoon vs R,2000000
SFG,Evan Longoria,3B,35.5,476,,12.17,n/a,Platoon vs L,18666667
SFG,Wilmer Flores,INF,29.7,336,,7.003,n/a,Platoon vs L,3000000
SFG,Alex Dickerson,LF,30.9,322,,4.12,1,Platoon vs R,2100000
SFG,Austin Slater,OF/1B,28.3,273,,2.147,1,Platoon vs L,1150000
SFG,Kevin Gausman,SP,30.2,,194,6.151,n/a,Starting Rotation,18900000
SFG,Logan Webb,SP,24.4,,191,1.044,2,Starting Rotation,583000
SFG,Anthony DeSclafani,SP,31,,169,6.062,n/a,Starting Rotation,6000000
SFG,Johnny Cueto,SP,35.1,,143,13,n/a,Starting Rotation,21000000
SFG,Aaron Sanchez,SP,28.8,,88,5.069,n/a,Starting Rotation,4000000
SFG,Darin Ruf,1B/OF,34.7,308,,3.138,0,Bench,1275000
SFG,Curt Casali,C/1B,32.4,243,,4.151,0,Bench,2000000
SFG,Tyler Rogers,RP,30.3,,70,1.034,3,Closer,583000
SFG,Jake McGee,RP,34.7,,66,9.127,n/a,Closer,2000000
SFG,Matt Wisler,RP,28.6,,60,4.042,0,Closer,1150000
SFG,Reyes Moronta,RP,28.2,,,3.028,2,Closer,695000
SFG,Jarlín García,RP,28.2,,58,3.114,0,Middle Reliever,950000
SFG,Wandy Peralta,RP,29.7,,58,3.168,1,Middle Reliever,925000
SFG,José Álvarez,RP,31.9,,52,6.035,n/a,Middle Reliever,1050000
SFG,Caleb Baragar,RP,27,,40,1,3,Long Reliever,570500
SFG,Alex Wood,SP,30.2,,160,7.123,n/a,10-Day IL,4250000
SFG,Tyler Beede,SP,27.9,,107,1.128,1,60-Day IL,570500
SFG,John Brebbia,RP,30.8,,36,3.093,2,60-Day IL,800000
STL,Paul Goldschmidt,1B,33.6,672,,9.059,n/a,Lineup Regular,26000000
STL,Nolan Arenado,3B,30,672,,7.155,n/a,Lineup Regular,35000000
STL,Tyler O'Neill,LF,25.8,630,,2.059,1,Lineup Regular,594700
STL,Dylan Carlson,CF,22.4,630,,0.094,3,Lineup Regular,577100
STL,Tommy Edman,2B,25.9,616,,1.114,3,Lineup Regular,596000
STL,Paul DeJong,SS,27.7,469,,3.127,3,Lineup Regular,4166667
STL,Yadier Molina,C,38.7,435,,16.123,n/a,Lineup Regular,9000000
STL,Austin Dean,OF/1B,27.5,7,,1.124,2,Platoon vs L,570500
STL,Justin Williams,RF,25.6,,,0.058,1,Platoon vs R,570500
STL,Adam Wainwright,SP,39.6,,194,15.027,n/a,Starting Rotation,8000000
STL,Jack Flaherty,SP,25.5,,177,3.006,2,Starting Rotation,3900000
STL,Carlos Martínez,SP,29.5,,133,7.073,n/a,Starting Rotation,11700000
STL,John Gant,SP,28.7,,77,4.004,0,Starting Rotation,2100000
STL,Daniel Ponce de Leon,SP,29.2,,,1.086,0,Starting Rotation,570500
STL,Edmundo Sosa,INF,25.1,378,,0.14,0,Bench,575900
STL,Matt Carpenter,INF,35.3,266,,9.012,n/a,Bench,18500000
STL,Andrew Knizner,C,26.2,180,,1.021,1,Bench,579200
STL,John Nogowski,1B/OF,28.2,,,0.017,2,Bench,570500
STL,Alex Reyes,RP,26.6,,68,3.043,2,Closer,900000
STL,Giovanny Gallegos,RP,29.6,,70,2.085,1,Setup Man,594500
STL,Andrew Miller,RP,35.9,,50,12.062,n/a,Setup Man,12000000
STL,Génesis Cabrera,RP,24.5,,66,1.027,2,Middle Reliever,580900
STL,Ryan Helsley,RP,26.7,,60,1.105,2,Middle Reliever,582300
STL,Jordan Hicks,RP,24.6,,57,3,3,Middle Reliever,862500
STL,Tyler Webb,RP,30.7,,,2.076,0,Middle Reliever,570500
STL,Jake Woodford,RP,24.4,,96,0.167,3,Long Reliever,570500
STL,Miles Mikolas,SP,32.6,,158,4.037,0,10-Day IL,17000000
STL,Kwang Hyun Kim,SP,32.7,,129,1,3,10-Day IL,4000000
STL,Dakota Hudson,SP,26.5,,119,2.066,3,10-Day IL,595700
STL,Harrison Bader,OF,26.8,602,,3.03,1,10-Day IL,2000000
TBR,Randy Arozarena,LF,26.1,644,,0.129,2,Lineup Regular,581200
TBR,Brandon Lowe,2B,26.7,623,,2.058,3,Lineup Regular,2500000
TBR,Willy Adames,SS,25.6,616,,2.105,1,Lineup Regular,590000
TBR,Austin Meadows,DH,25.9,602,,2.074,2,Lineup Regular,591400
TBR,Yandy Díaz,3B,29.6,560,,2.122,1,Lineup Regular,588900
TBR,Kevin Kiermaier,CF,30.9,518,,6.131,n/a,Lineup Regular,11666667
TBR,Manuel Margot,RF,26.5,455,,4.012,2,Lineup Regular,3400000
TBR,Mike Zunino,C,30,339,,6.165,n/a,Lineup Regular,2000000
TBR,Yoshi Tsutsugo,1B,29.3,413,,1,3,Platoon vs R,7000000
TBR,Mike Brosseau,INF/OF,27,252,,1.1,3,Platoon vs L,586300
TBR,Ryan Yarbrough,SP,29.3,,143,2.147,2,Starting Rotation,2300000
TBR,Rich Hill,SP,41.1,,121,11.127,n/a,Starting Rotation,2500000
TBR,Michael Wacha,SP,29.8,,119,7.062,n/a,Starting Rotation,3000000
TBR,Chris Archer,SP,32.5,,105,7.156,n/a,Starting Rotation,6500000
TBR,Tyler Glasnow,SP,27.6,,,3.158,1,Starting Rotation,4000000
TBR,Joey Wendle,INF/OF,30.9,504,,3.088,1,Bench,2250000
TBR,Francisco Mejía,C,25.4,262,,2.054,1,Bench,580500
TBR,Diego Castillo,RP,27.2,,65,2.118,2,Closer,582300
TBR,Andrew Kittredge,RP,31,,65,2.07,1,Closer,750000
TBR,Pete Fairbanks,RP,27.3,,64,1.057,2,Closer,583800
TBR,Ryan Thompson,RP,28.8,,55,1,3,Closer,577200
TBR,Chaz Roe,RP,34.5,,41,5.094,n/a,Closer,1150000
TBR,Ryan Sherriff,RP,30.9,,56,0.156,3,Middle Reliever,570500
TBR,Cody Reed,RP,28,,,2.072,0,Middle Reliever,581200
TBR,Collin McHugh,RP,33.8,,63,6.085,n/a,Long Reliever,1800000
TBR,Jeffrey Springs,RP,28.5,,38,2.043,3,Long Reliever,585000
TBR,Yonny Chirinos,SP,27.3,,95,2.137,2,60-Day IL,1175000
TBR,Colin Poche,RP,27.2,,52,1.114,3,60-Day IL,577800
TBR,Jalen Beeks,RP,27.7,,44,2.07,2,60-Day IL,588800
TBR,Oliver Drake,RP,34.2,,41,4.045,0,60-Day IL,775000
TBR,Nick Anderson,RP,30.7,,34,2,3,60-Day IL,587800
TBR,Ji-Man Choi,1B,29.9,462,,3.076,0,10-Day IL,2450000
TBR,Brett Phillips,OF,26.8,161,,2.013,0,10-Day IL,584400
TEX,Joey Gallo,RF,27.4,637,,4.103,1,Lineup Regular,6200000
TEX,Isiah Kiner-Falefa,SS,26,630,,3,3,Lineup Regular,2000000
TEX,Nathaniel Lowe,1B,25.7,630,,0.145,1,Lineup Regular,575000
TEX,Nick Solak,2B,26.2,532,,1.041,3,Lineup Regular,586000
TEX,Leody Taveras,CF,22.6,406,,0.114,2,Lineup Regular,570500
TEX,Jose Trevino,C,28.3,288,,1.055,1,Lineup Regular,584000
TEX,Eli White,DH,26.8,231,,0.075,3,Lineup Regular,570500
TEX,David Dahl,LF,27,,,3.162,1,Lineup Regular,2700000
TEX,Brock Holt,3B,32.8,252,,7.052,n/a,Platoon vs R,1750000
TEX,Charlie Culberson,OF/INF,32,182,,5.051,n/a,Platoon vs L,1500000
TEX,Kyle Gibson,SP,33.4,,189,7.039,n/a,Starting Rotation,9666667
TEX,Dane Dunning,SP,26.3,,154,0.083,2,Starting Rotation,572500
TEX,Jordan Lyles,SP,30.5,,153,9.002,n/a,Starting Rotation,8000000
TEX,Mike Foltynewicz,SP,29.5,,126,4.156,n/a,Starting Rotation,2000000
TEX,Kohei Arihara,SP,28.6,,,0,3,Starting Rotation,2600000
TEX,Jonah Heim,C,25.8,307,,0.097,2,Bench,574000
TEX,Ronald Guzmán,1B/OF,26.4,231,,2.083,0,Bench,606000
TEX,Ian Kennedy,RP,36.3,,63,11.124,n/a,Closer,2150000
TEX,Matt Bush,RP,35.1,,,2.132,0,Closer,680000
TEX,Josh Sborz,RP,27.3,,60,0.113,1,Setup Man,570500
TEX,John King,RP,26.5,,55,0.067,3,Middle Reliever,570500
TEX,Brett de Geus,RP,23.4,,16,0,3,Middle Reliever,570500
TEX,Wes Benjamin,RP,27.7,,,0.133,3,Middle Reliever,570500
TEX,Taylor Hearn,RP,26.6,,140,1.122,2,Long Reliever,582500
TEX,Kolby Allard,RP,23.6,,83,1.114,2,Long Reliever,584250
TEX,Kyle Cody,RP,26.6,,,0.108,2,Long Reliever,570500
TEX,Brett Martin,RP,25.9,,61,1.151,1,10-Day IL,589500
TEX,Joely Rodríguez,RP,29.4,,56,1.096,0,10-Day IL,2500000
TEX,Brock Burke,SP,24.7,,44,1.041,2,10-Day IL,570500
TEX,Demarcus Evans,RP,24.4,,40,0.036,2,10-Day IL,570500
TEX,Jonathan Hernández,RP,24.7,,38,1.041,1,60-Day IL,587500
TEX,José Leclerc,RP,27.3,,36,4.041,2,60-Day IL,4500000
TEX,Willie Calhoun,OF,26.4,539,,2.033,1,10-Day IL,593000
TEX,Khris Davis,DH,33.3,231,,7.104,n/a,10-Day IL,16750000
TEX,Sam Huff,C/1B,23.2,39,,0.05,3,10-Day IL,570500
TOR,Marcus Semien,2B,30.5,679,,6.118,n/a,Lineup Regular,18000000
TOR,Vladimir Guerrero Jr.,1B,22,665,,1.157,3,Lineup Regular,605400
TOR,Bo Bichette,SS,23.1,658,,1.063,3,Lineup Regular,587800
TOR,Teoscar Hernández,RF,28.5,651,,3.097,1,Lineup Regular,4325000
TOR,Lourdes Gurriel Jr.,LF,27.6,595,,2.094,1,Lineup Regular,3928571
TOR,Cavan Biggio,3B,26,525,,1.129,3,Lineup Regular,604000
TOR,Randal Grichuk,CF,29.6,525,,6.033,n/a,Lineup Regular,10333333
TOR,Danny Jansen,C,26,399,,2.05,2,Lineup Regular,601800
TOR,Rowdy Tellez,DH,26,427,,2.012,1,Platoon vs R,598100
TOR,Alejandro Kirk,C,22.4,359,,0.047,3,Platoon vs L,573500
TOR,Hyun Jin Ryu,SP,34,,180,8,n/a,Starting Rotation,20000000
TOR,Steven Matz,SP,29.8,,158,5.099,n/a,Starting Rotation,5200000
TOR,Ross Stripling,SP,31.4,,105,4.115,2,Starting Rotation,3000000
TOR,Tanner Roark,SP,34.5,,62,7.055,n/a,Starting Rotation,12000000
TOR,T.J. Zeuch,SP,25.7,,45,0.058,2,Starting Rotation,570500
TOR,Joe Panik,INF,30.4,203,,6.1,n/a,Bench,1850000
TOR,Jonathan Davis,OF,28.9,,,1.029,1,Bench,570500
TOR,Jordan Romano,RP,27.9,,66,1.051,2,Closer,584000
TOR,Rafael Dolis,RP,33.2,,60,2.101,0,Closer,1500000
TOR,David Phelps,RP,34.5,,58,8.156,n/a,Closer,1750000
TOR,Tyler Chatwood,RP,31.3,,56,9.039,n/a,Closer,3000000
TOR,Ryan Borucki,RP,27,,50,2.088,1,Closer,595200
TOR,Tim Mayza,RP,29.2,,62,1.156,2,Middle Reliever,600000
TOR,Julian Merryweather,RP,29.5,,56,0.114,1,Middle Reliever,578400
TOR,Trent Thornton,RP,27.5,,53,2,3,Middle Reliever,592900
TOR,Joel Payamps,RP,27,,44,0.064,1,Long Reliever,570500
TOR,Robbie Ray,SP,29.5,,191,6.007,n/a,10-Day IL,8000000
TOR,Nate Pearson,SP,24.6,,96,0.169,3,10-Day IL,570500
TOR,Kirby Yates,RP,34,,60,6.021,n/a,10-Day IL,5500000
TOR,Thomas Hatch,RP,26.5,,54,1,3,10-Day IL,570500
TOR,Patrick Murphy,SP/RP,25.8,,53,0.028,1,60-Day IL,570500
TOR,George Springer,OF,31.5,651,,6.166,n/a,10-Day IL,23666667
WSN,Trea Turner,SS,27.8,665,,4.135,2,Lineup Regular,13000000
WSN,Juan Soto,RF,22.4,665,,2.134,3,Lineup Regular,8500000
WSN,Josh Bell,1B,28.6,658,,4.053,2,Lineup Regular,6350000
WSN,Kyle Schwarber,LF,28.1,581,,5.086,n/a,Lineup Regular,7000000
WSN,Josh Harrison,2B,33.7,511,,8.168,n/a,Lineup Regular,1000000
WSN,Yan Gomes,C,33.7,418,,8.083,n/a,Lineup Regular,6000000
WSN,Victor Robles,CF,23.9,294,,2.052,2,Lineup Regular,614000
WSN,Starlin Castro,3B,31,280,,10.15,n/a,Lineup Regular,5703703
WSN,Max Scherzer,SP,36.7,,180,12.079,n/a,Starting Rotation,42142857
WSN,Patrick Corbin,SP,31.7,,174,8.105,n/a,Starting Rotation,24416667
WSN,Stephen Strasburg,SP,32.7,,153,10.118,n/a,Starting Rotation,35000000
WSN,Jon Lester,SP,37.2,,132,14.075,n/a,Starting Rotation,5000000
WSN,Joe Ross,SP,27.9,,91,4.018,0,Starting Rotation,1500000
WSN,Andrew Stevenson,OF,26.8,322,,1.127,1,Bench,570500
WSN,Ryan Zimmerman,1B,36.5,266,,14.032,n/a,Bench,1000000
WSN,Jordy Mercer,INF,34.6,182,,7.156,n/a,Bench,1000000
WSN,Alex Avila,C,34.2,,,11.061,n/a,Bench,1500000
WSN,Hernán Pérez,INF/OF,30,,,5.1,n/a,Bench,141892
WSN,Brad Hand,RP,31,,67,7.092,n/a,Closer,10500000
WSN,Tanner Rainey,RP,28.3,,65,1.158,1,Setup Man,589000
WSN,Daniel Hudson,RP,34.1,,63,10.106,n/a,Setup Man,6000000
WSN,Erick Fedde,RP,28.1,,121,2.099,0,Middle Reliever,599200
WSN,Kyle Finnegan,RP,29.6,,66,1,3,Middle Reliever,582400
WSN,Wander Suero,RP,29.5,,48,2.123,2,Middle Reliever,600700
WSN,Luis Avilán,RP,31.7,,30,7.077,n/a,Middle Reliever,950000
WSN,Austin Voth,RP,28.8,,63,1.127,0,Long Reliever,587700
WSN,Will Harris,RP,36.6,,56,7.102,n/a,Projected Injured List,8000000
